,date,time,ticket_number,article,Quantity,unit_price
29687,2021-02-27,13:05,158130.0,BANETTE,1.0,"1,05 €"
29690,2021-02-27,13:06,158131.0,TARTELETTE,2.0,"2,00 €"
29691,2021-02-27,13:06,158131.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
29694,2021-02-27,13:10,158132.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
29695,2021-02-27,13:10,158132.0,SAND JB EMMENTAL,1.0,"3,50 €"
29696,2021-02-27,13:10,158132.0,BOISSON 33CL,2.0,"1,50 €"
29697,2021-02-27,13:10,158132.0,DIVERS VIENNOISERIE,1.0,"2,40 €"
29700,2021-02-27,13:10,158133.0,TRADITIONAL BAGUETTE,-1.0,"1,20 €"
29701,2021-02-27,13:10,158133.0,SAND JB EMMENTAL,-1.0,"3,50 €"
29702,2021-02-27,13:10,158133.0,BOISSON 33CL,-2.0,"1,50 €"
29703,2021-02-27,13:10,158133.0,DIVERS VIENNOISERIE,-1.0,"2,40 €"
29706,2021-02-27,13:11,158134.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
29707,2021-02-27,13:11,158134.0,DIVERS VIENNOISERIE,1.0,"2,40 €"
29708,2021-02-27,13:11,158134.0,BOISSON 33CL,2.0,"1,50 €"
29709,2021-02-27,13:11,158134.0,SAND JB EMMENTAL,1.0,"3,50 €"
29712,2021-02-27,13:11,158135.0,BANETTE,1.0,"1,05 €"
29713,2021-02-27,13:11,158135.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
29716,2021-02-27,13:11,158136.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
29719,2021-02-27,13:12,158137.0,BAGUETTE,1.0,"0,90 €"
29722,2021-02-27,13:12,158138.0,BAGUETTE,2.0,"0,90 €"
29725,2021-02-27,13:12,158139.0,BAGUETTE,3.0,"0,90 €"
29728,2021-02-27,13:13,158140.0,BANETTE,1.0,"1,05 €"
29731,2021-02-27,13:13,158141.0,TRADITIONAL BAGUETTE,3.0,"1,20 €"
29734,2021-02-27,13:15,158142.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
29737,2021-02-27,13:16,158143.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
29740,2021-02-27,13:19,158144.0,COMPLET,1.0,"1,50 €"
29741,2021-02-27,13:19,158144.0,MOISSON,1.0,"2,00 €"
29744,2021-02-27,13:19,158145.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
29747,2021-02-27,13:23,158146.0,COMPLET,1.0,"1,50 €"
29748,2021-02-27,13:23,158146.0,COUPE,1.0,"0,15 €"
29749,2021-02-27,13:23,158146.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
29752,2021-02-27,13:24,158147.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
29753,2021-02-27,13:24,158147.0,FLAN,1.0,"2,00 €"
29756,2021-02-27,13:24,158148.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
29759,2021-02-27,13:24,158149.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
29762,2021-02-27,13:26,158150.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
29765,2021-02-27,13:26,158151.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
29768,2021-02-27,13:31,158152.0,TARTELETTE,2.0,"2,00 €"
29769,2021-02-27,13:31,158152.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
29770,2021-02-27,13:31,158152.0,NANTAIS,2.0,"2,50 €"
29773,2021-02-27,13:33,158153.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
29776,2021-02-27,13:34,158154.0,GD KOUIGN AMANN,1.0,"7,50 €"
29779,2021-02-27,13:35,158155.0,TRADITIONAL BAGUETTE,3.0,"1,20 €"
29782,2021-02-27,13:39,158156.0,TRADITIONAL BAGUETTE,5.0,"1,20 €"
29785,2021-02-27,13:42,158157.0,ECLAIR,1.0,"2,00 €"
29786,2021-02-27,13:42,158157.0,DIVERS VIENNOISERIE,1.0,"1,60 €"
29787,2021-02-27,13:42,158157.0,MILLES FEUILLES,2.0,"2,00 €"
29788,2021-02-27,13:42,158157.0,CHOU CHANTILLY,1.0,"2,00 €"
29789,2021-02-27,13:42,158157.0,TARTELETTE,2.0,"2,00 €"
29792,2021-02-27,13:46,158158.0,FORMULE SANDWICH,1.0,"6,50 €"
29795,2021-02-27,13:48,158159.0,FORMULE SANDWICH,1.0,"6,50 €"
29798,2021-02-27,13:48,158160.0,SPECIAL BREAD,1.0,"2,40 €"
29801,2021-02-27,13:52,158161.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
29804,2021-02-27,13:52,158162.0,TRADITIONAL BAGUETTE,3.0,"1,20 €"
29807,2021-02-27,13:53,158163.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
29810,2021-02-27,13:55,158164.0,PAIN BANETTE,1.0,"1,40 €"
29813,2021-02-27,13:55,158165.0,PAIN,1.0,"1,15 €"
29816,2021-02-27,13:57,158166.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
29819,2021-02-27,13:58,158167.0,TRADITIONAL BAGUETTE,5.0,"1,20 €"
29822,2021-02-27,13:58,158168.0,TRADITIONAL BAGUETTE,3.0,"1,20 €"
29825,2021-02-27,14:00,158169.0,CROISSANT,2.0,"1,10 €"
29826,2021-02-27,14:00,158169.0,PAIN AU CHOCOLAT,3.0,"1,20 €"
29827,2021-02-27,14:00,158169.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
29830,2021-02-27,14:08,158170.0,GRAND FAR BRETON,1.0,"7,00 €"
29831,2021-02-27,14:08,158170.0,BANETTE,2.0,"1,05 €"
29832,2021-02-27,14:08,158170.0,FINANCIER X5,2.0,"3,00 €"
29837,2021-02-27,17:07,158172.0,SANDWICH COMPLET,2.0,"4,50 €"
29838,2021-02-27,17:07,158172.0,CAFE OU EAU,3.0,"1,00 €"
29841,2021-02-27,17:09,158173.0,COMPLET,1.0,"1,50 €"
29844,2021-02-27,17:09,158174.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
29847,2021-02-27,17:09,158175.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
29850,2021-02-27,17:10,158176.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
29853,2021-02-27,17:18,158177.0,PAIN BANETTE,1.0,"1,40 €"
29856,2021-02-27,17:18,158178.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
29857,2021-02-27,17:18,158178.0,MILLES FEUILLES,1.0,"2,00 €"
29860,2021-02-27,17:19,158179.0,TRADITIONAL BAGUETTE,-2.0,"1,20 €"
29861,2021-02-27,17:19,158179.0,MILLES FEUILLES,-1.0,"2,00 €"
29864,2021-02-27,17:19,158180.0,CROISSANT,1.0,"1,10 €"
29865,2021-02-27,17:19,158180.0,MILLES FEUILLES,1.0,"2,00 €"
29866,2021-02-27,17:19,158180.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
29869,2021-02-27,17:20,158181.0,BANETTE,1.0,"1,05 €"
29872,2021-02-27,17:21,158182.0,PAIN CHOCO AMANDES,1.0,"1,50 €"
29875,2021-02-27,17:26,158183.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
29876,2021-02-27,17:26,158183.0,BAGUETTE,1.0,"0,90 €"
29879,2021-02-27,17:30,158184.0,BANETTE,1.0,"1,05 €"
29882,2021-02-27,17:32,158185.0,FINANCIER X5,1.0,"3,00 €"
29883,2021-02-27,17:32,158185.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
29886,2021-02-27,17:35,158186.0,CHOU CHANTILLY,1.0,"2,00 €"
29887,2021-02-27,17:35,158186.0,TARTELETTE,1.0,"2,00 €"
29888,2021-02-27,17:35,158186.0,ECLAIR,2.0,"2,00 €"
29891,2021-02-27,17:36,158187.0,TRADITIONAL BAGUETTE,5.0,"1,20 €"
29894,2021-02-27,17:36,158188.0,BANETTE,1.0,"1,05 €"
29897,2021-02-27,17:37,158189.0,CROISSANT AMANDES,1.0,"1,40 €"
29898,2021-02-27,17:37,158189.0,BANETTE,3.0,"1,05 €"
29901,2021-02-27,17:45,158190.0,BAGUETTE,2.0,"0,90 €"
29902,2021-02-27,17:45,158190.0,PAIN AU CHOCOLAT,1.0,"1,20 €"
29903,2021-02-27,17:45,158190.0,CROISSANT AMANDES,1.0,"1,40 €"
29906,2021-02-27,17:47,158191.0,BANETTE,1.0,"1,05 €"
29907,2021-02-27,17:47,158191.0,CROISSANT AMANDES,2.0,"1,40 €"
29910,2021-02-27,17:49,158192.0,TRADITIONAL BAGUETTE,4.0,"1,20 €"
29913,2021-02-27,17:59,158193.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
29916,2021-02-27,18:04,158194.0,BRIOCHE,1.0,"5,00 €"
29919,2021-02-27,18:05,158195.0,BANETTINE,1.0,"0,60 €"
29922,2021-02-27,18:06,158196.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
29925,2021-02-27,18:07,158197.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
29928,2021-02-27,18:08,158198.0,DIVERS VIENNOISERIE,1.0,"6,00 €"
29929,2021-02-27,18:08,158198.0,BANETTE,3.0,"1,05 €"
29932,2021-02-27,18:11,158199.0,BOISSON 33CL,1.0,"1,50 €"
29933,2021-02-27,18:11,158199.0,PAIN AU CHOCOLAT,2.0,"1,20 €"
29936,2021-02-27,18:12,158200.0,BOULE POLKA,1.0,"1,60 €"
29939,2021-02-27,18:14,158201.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
29942,2021-02-27,18:14,158202.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
29943,2021-02-27,18:14,158202.0,BANETTE,1.0,"1,05 €"
29946,2021-02-27,18:19,158203.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
29949,2021-02-27,18:20,158204.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
29952,2021-02-27,18:23,158205.0,DIVERS VIENNOISERIE,1.0,"6,00 €"
29953,2021-02-27,18:23,158205.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
29956,2021-02-27,18:25,158206.0,CROISSANT AMANDES,1.0,"1,40 €"
29959,2021-02-27,18:25,158207.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
29962,2021-02-27,18:26,158208.0,TRADITIONAL BAGUETTE,3.0,"1,20 €"
29965,2021-02-27,18:27,158209.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
29968,2021-02-27,18:28,158210.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
29969,2021-02-27,18:28,158210.0,GRAND FAR BRETON,1.0,"7,00 €"
29972,2021-02-27,18:31,158211.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
29973,2021-02-27,18:31,158211.0,DIVERS VIENNOISERIE,1.0,"1,60 €"
29976,2021-02-27,18:33,158212.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
29979,2021-02-27,18:33,158213.0,TRADITIONAL BAGUETTE,3.0,"1,20 €"
29982,2021-02-27,18:34,158214.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
29983,2021-02-27,18:34,158214.0,NANTAIS,1.0,"2,50 €"
29986,2021-02-27,18:34,158215.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
29989,2021-02-27,18:35,158216.0,PAIN BANETTE,1.0,"1,40 €"
29992,2021-02-27,18:36,158217.0,BRIOCHE,1.0,"5,00 €"
29993,2021-02-27,18:36,158217.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
29994,2021-02-27,18:36,158217.0,PAIN AU CHOCOLAT,1.0,"1,20 €"
29997,2021-02-27,18:37,158218.0,DIVERS VIENNOISERIE,1.0,"6,00 €"
30000,2021-02-27,18:37,158219.0,BANETTINE,1.0,"0,60 €"
30003,2021-02-27,18:38,158220.0,DEMI PAIN,1.0,"0,60 €"
30004,2021-02-27,18:38,158220.0,TARTELETTE,1.0,"2,00 €"
30007,2021-02-27,18:39,158221.0,PAIN BANETTE,1.0,"1,40 €"
30008,2021-02-27,18:39,158221.0,SUCETTE,1.0,"0,30 €"
30011,2021-02-27,18:39,158222.0,BAGUETTE,1.0,"0,90 €"
30012,2021-02-27,18:39,158222.0,PAIN,1.0,"1,15 €"
30015,2021-02-27,18:45,158223.0,BAGUETTE,1.0,"0,90 €"
30018,2021-02-27,18:51,158224.0,BANETTINE,3.0,"0,60 €"
30023,2021-02-28,08:36,158226.0,BAGUETTE,2.0,"0,90 €"
30024,2021-02-28,08:36,158226.0,PAIN AU CHOCOLAT,2.0,"1,20 €"
30027,2021-02-28,08:37,158227.0,CROISSANT,1.0,"1,10 €"
30028,2021-02-28,08:37,158227.0,TRADITIONAL BAGUETTE,3.0,"1,20 €"
30031,2021-02-28,08:44,158228.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
30034,2021-02-28,08:47,158229.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
30037,2021-02-28,08:50,158230.0,CROISSANT,2.0,"1,10 €"
30038,2021-02-28,08:50,158230.0,PAIN AU CHOCOLAT,1.0,"1,20 €"
30039,2021-02-28,08:50,158230.0,BAGUETTE,1.0,"0,90 €"
30040,2021-02-28,08:50,158230.0,FICELLE,3.0,"0,60 €"
30043,2021-02-28,08:52,158231.0,PAIN AU CHOCOLAT,1.0,"1,20 €"
30044,2021-02-28,08:52,158231.0,BANETTE,3.0,"1,05 €"
30045,2021-02-28,08:52,158231.0,CROISSANT,1.0,"1,10 €"
30046,2021-02-28,08:52,158231.0,TRADITIONAL BAGUETTE,3.0,"1,20 €"
30049,2021-02-28,08:56,158232.0,CROISSANT,6.0,"1,10 €"
30050,2021-02-28,08:56,158232.0,BOULE 400G,1.0,"1,50 €"
30051,2021-02-28,08:56,158232.0,COUPE,1.0,"0,15 €"
30052,2021-02-28,08:56,158232.0,FORMULE SANDWICH,2.0,"6,50 €"
30053,2021-02-28,08:56,158232.0,GRAND FAR BRETON,1.0,"7,00 €"
30054,2021-02-28,08:56,158232.0,PAIN AU CHOCOLAT,3.0,"1,20 €"
30055,2021-02-28,08:56,158232.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
30056,2021-02-28,08:56,158232.0,CROISSANT AMANDES,1.0,"1,40 €"
30059,2021-02-28,09:01,158233.0,BANETTE,1.0,"1,05 €"
30060,2021-02-28,09:01,158233.0,PAIN AU CHOCOLAT,2.0,"1,20 €"
30063,2021-02-28,09:04,158234.0,CAMPAGNE,1.0,"1,80 €"
30064,2021-02-28,09:04,158234.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
30067,2021-02-28,09:05,158235.0,BAGUETTE,2.0,"0,90 €"
30068,2021-02-28,09:05,158235.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
30071,2021-02-28,09:06,158236.0,PAIN AU CHOCOLAT,3.0,"1,20 €"
30072,2021-02-28,09:06,158236.0,DIVERS VIENNOISERIE,1.0,"1,60 €"
30073,2021-02-28,09:06,158236.0,BANETTE,1.0,"1,05 €"
30074,2021-02-28,09:06,158236.0,CAMPAGNE,1.0,"1,80 €"
30075,2021-02-28,09:06,158236.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
30078,2021-02-28,09:07,158237.0,BOULE 200G,1.0,"1,10 €"
30079,2021-02-28,09:07,158237.0,PAIN AU CHOCOLAT,4.0,"1,20 €"
30080,2021-02-28,09:07,158237.0,CROISSANT,4.0,"1,10 €"
30081,2021-02-28,09:07,158237.0,COUPE,1.0,"0,15 €"
30084,2021-02-28,09:09,158238.0,BANETTE,3.0,"1,05 €"
30085,2021-02-28,09:09,158238.0,FICELLE,1.0,"0,60 €"
30086,2021-02-28,09:09,158238.0,BAGUETTE,3.0,"0,90 €"
30087,2021-02-28,09:09,158238.0,BANETTINE,1.0,"0,60 €"
30090,2021-02-28,09:09,158239.0,CROISSANT,3.0,"1,10 €"
30091,2021-02-28,09:09,158239.0,PAIN AU CHOCOLAT,1.0,"1,20 €"
30094,2021-02-28,09:09,158240.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
30095,2021-02-28,09:09,158240.0,PAIN AU CHOCOLAT,3.0,"1,20 €"
30096,2021-02-28,09:09,158240.0,BAGUETTE GRAINE,1.0,"1,30 €"
30099,2021-02-28,09:10,158241.0,CROISSANT,3.0,"1,10 €"
30100,2021-02-28,09:10,158241.0,BAGUETTE,3.0,"0,90 €"
30101,2021-02-28,09:10,158241.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
30102,2021-02-28,09:10,158241.0,PAIN AU CHOCOLAT,4.0,"1,20 €"
30103,2021-02-28,09:10,158241.0,BRIOCHE,1.0,"5,00 €"
30106,2021-02-28,09:11,158242.0,CAMPAGNE,2.0,"1,80 €"
30107,2021-02-28,09:11,158242.0,COMPLET,1.0,"1,50 €"
30110,2021-02-28,09:12,158243.0,PAIN AU CHOCOLAT,5.0,"1,20 €"
30111,2021-02-28,09:12,158243.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
30114,2021-02-28,09:12,158244.0,PAIN AU CHOCOLAT,4.0,"1,20 €"
30115,2021-02-28,09:12,158244.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
30116,2021-02-28,09:12,158244.0,CROISSANT,4.0,"1,10 €"
30119,2021-02-28,09:15,158245.0,BAGUETTE,2.0,"0,90 €"
30122,2021-02-28,09:15,158246.0,PAIN AUX RAISINS,2.0,"1,40 €"
30123,2021-02-28,09:15,158246.0,CROISSANT,2.0,"1,10 €"
30124,2021-02-28,09:15,158246.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
30125,2021-02-28,09:15,158246.0,PAIN AU CHOCOLAT,4.0,"1,20 €"
30126,2021-02-28,09:15,158246.0,BAGUETTE,1.0,"0,90 €"
30129,2021-02-28,09:16,158247.0,CROISSANT,6.0,"1,10 €"
30130,2021-02-28,09:16,158247.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
30133,2021-02-28,09:18,158248.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
30136,2021-02-28,09:19,158249.0,CROISSANT,2.0,"1,10 €"
30137,2021-02-28,09:19,158249.0,PAIN AU CHOCOLAT,2.0,"1,20 €"
30138,2021-02-28,09:19,158249.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
30139,2021-02-28,09:19,158249.0,DIVERS CONFISERIE,1.0,"3,00 €"
30140,2021-02-28,09:19,158249.0,PAIN AUX RAISINS,1.0,"1,40 €"
30143,2021-02-28,09:20,158250.0,BAGUETTE,2.0,"0,90 €"
30146,2021-02-28,09:20,158251.0,GRAND FAR BRETON,1.0,"7,00 €"
30147,2021-02-28,09:20,158251.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
30150,2021-02-28,09:26,158252.0,TRADITIONAL BAGUETTE,3.0,"1,20 €"
30151,2021-02-28,09:26,158252.0,BRIOCHE,1.0,"5,00 €"
30154,2021-02-28,09:27,158253.0,COUPE,1.0,"0,15 €"
30155,2021-02-28,09:27,158253.0,CHOU CHANTILLY,2.0,"2,00 €"
30156,2021-02-28,09:27,158253.0,MILLES FEUILLES,2.0,"2,00 €"
30157,2021-02-28,09:27,158253.0,BOULE 400G,1.0,"1,50 €"
30158,2021-02-28,09:27,158253.0,ECLAIR,2.0,"2,00 €"
30159,2021-02-28,09:27,158253.0,NOIX JAPONAISE,1.0,"2,00 €"
30160,2021-02-28,09:27,158253.0,BANETTE,3.0,"1,05 €"
30165,2021-02-28,09:28,158255.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
30168,2021-02-28,09:29,158256.0,CROISSANT,4.0,"1,10 €"
30169,2021-02-28,09:29,158256.0,PAIN AU CHOCOLAT,3.0,"1,20 €"
30172,2021-02-28,09:31,158257.0,PAIN AU CHOCOLAT,6.0,"1,20 €"
30173,2021-02-28,09:31,158257.0,CROISSANT,8.0,"1,10 €"
30176,2021-02-28,09:32,158258.0,CROISSANT,1.0,"1,10 €"
30177,2021-02-28,09:32,158258.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
30180,2021-02-28,09:34,158259.0,CROISSANT,2.0,"1,10 €"
30183,2021-02-28,09:34,158260.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
30184,2021-02-28,09:34,158260.0,CROISSANT,2.0,"1,10 €"
30187,2021-02-28,09:36,158261.0,PAIN AU CHOCOLAT,5.0,"1,20 €"
30188,2021-02-28,09:36,158261.0,TRADITIONAL BAGUETTE,3.0,"1,20 €"
30191,2021-02-28,09:38,158262.0,ECLAIR,2.0,"2,00 €"
30192,2021-02-28,09:38,158262.0,BOULE 400G,1.0,"1,50 €"
30193,2021-02-28,09:38,158262.0,DEMI BAGUETTE,1.0,"0,45 €"
30196,2021-02-28,09:39,158263.0,BAGUETTE,2.0,"0,90 €"
30197,2021-02-28,09:39,158263.0,COUPE,1.0,"0,15 €"
30198,2021-02-28,09:39,158263.0,BOULE 400G,1.0,"1,50 €"
30201,2021-02-28,09:39,158264.0,CROISSANT,6.0,"1,10 €"
30202,2021-02-28,09:39,158264.0,PAIN AU CHOCOLAT,6.0,"1,20 €"
30205,2021-02-28,09:40,158265.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
30208,2021-02-28,09:41,158266.0,PARIS BREST,3.0,"2,00 €"
30209,2021-02-28,09:41,158266.0,CROISSANT,1.0,"1,10 €"
30210,2021-02-28,09:41,158266.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
30213,2021-02-28,09:42,158267.0,TRADITIONAL BAGUETTE,3.0,"1,20 €"
30214,2021-02-28,09:42,158267.0,BRIOCHE,1.0,"5,00 €"
30217,2021-02-28,09:42,158268.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
30220,2021-02-28,09:42,158269.0,PAIN AU CHOCOLAT,8.0,"1,20 €"
30221,2021-02-28,09:42,158269.0,GD KOUIGN AMANN,1.0,"7,50 €"
30222,2021-02-28,09:42,158269.0,TRADITIONAL BAGUETTE,4.0,"1,20 €"
30223,2021-02-28,09:42,158269.0,CROISSANT,4.0,"1,10 €"
30226,2021-02-28,09:46,158270.0,SPECIAL BREAD,1.0,"2,40 €"
30227,2021-02-28,09:46,158270.0,CROISSANT,2.0,"1,10 €"
30228,2021-02-28,09:46,158270.0,PAIN AU CHOCOLAT,7.0,"1,20 €"
30229,2021-02-28,09:46,158270.0,COUPE,1.0,"0,15 €"
30232,2021-02-28,09:47,158271.0,GACHE,1.0,"5,00 €"
30233,2021-02-28,09:47,158271.0,BRIOCHETTE,1.0,"0,80 €"
30234,2021-02-28,09:47,158271.0,BANETTINE,1.0,"0,60 €"
30235,2021-02-28,09:47,158271.0,CROISSANT,1.0,"1,10 €"
30238,2021-02-28,09:49,158272.0,TARTE FRUITS 4P,2.0,"9,00 €"
30239,2021-02-28,09:49,158272.0,BANETTE,1.0,"1,05 €"
30240,2021-02-28,09:49,158272.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
30243,2021-02-28,09:51,158273.0,CROISSANT,3.0,"1,10 €"
30244,2021-02-28,09:51,158273.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
30245,2021-02-28,09:51,158273.0,PAIN AU CHOCOLAT,3.0,"1,20 €"
30246,2021-02-28,09:51,158273.0,COUPE,1.0,"0,15 €"
30247,2021-02-28,09:51,158273.0,BOULE 400G,1.0,"1,50 €"
30250,2021-02-28,09:52,158274.0,FICELLE,1.0,"0,60 €"
30251,2021-02-28,09:52,158274.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
30252,2021-02-28,09:52,158274.0,BANETTE,1.0,"1,05 €"
30257,2021-02-28,09:53,158276.0,BAGUETTE,1.0,"0,90 €"
30260,2021-02-28,09:53,158277.0,PAIN,1.0,"1,15 €"
30263,2021-02-28,09:53,158278.0,COMPLET,1.0,"1,50 €"
30264,2021-02-28,09:53,158278.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
30265,2021-02-28,09:53,158278.0,COUPE,1.0,"0,15 €"
30268,2021-02-28,09:54,158279.0,BOULE 400G,1.0,"1,50 €"
30269,2021-02-28,09:54,158279.0,COUPE,1.0,"0,15 €"
30272,2021-02-28,09:54,158280.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
30275,2021-02-28,09:55,158281.0,BAGUETTE,1.0,"0,90 €"
30278,2021-02-28,09:55,158282.0,PAIN AU CHOCOLAT,4.0,"1,20 €"
30279,2021-02-28,09:55,158282.0,BAGUETTE,3.0,"0,90 €"
30280,2021-02-28,09:55,158282.0,PAIN AUX RAISINS,2.0,"1,40 €"
30283,2021-02-28,09:56,158283.0,COUPE,1.0,"0,15 €"
30284,2021-02-28,09:56,158283.0,COMPLET,1.0,"1,50 €"
30287,2021-02-28,09:56,158284.0,BAGUETTE,2.0,"0,90 €"
30290,2021-02-28,09:57,158285.0,BAGUETTE,3.0,"0,90 €"
30293,2021-02-28,09:57,158286.0,CROISSANT,2.0,"1,10 €"
30294,2021-02-28,09:57,158286.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
30297,2021-02-28,09:58,158287.0,FICELLE,1.0,"0,60 €"
30298,2021-02-28,09:58,158287.0,PAIN AU CHOCOLAT,2.0,"1,20 €"
30299,2021-02-28,09:58,158287.0,CROISSANT,4.0,"1,10 €"
30302,2021-02-28,09:59,158288.0,TRADITIONAL BAGUETTE,3.0,"1,20 €"
30303,2021-02-28,09:59,158288.0,CROISSANT,3.0,"1,10 €"
30308,2021-02-28,10:00,158290.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
30311,2021-02-28,10:00,158291.0,BANETTE,1.0,"1,05 €"
30314,2021-02-28,10:02,158292.0,PAIN AU CHOCOLAT,2.0,"1,20 €"
30315,2021-02-28,10:02,158292.0,CROISSANT,2.0,"1,10 €"
30318,2021-02-28,10:03,158293.0,COUPE,1.0,"0,15 €"
30319,2021-02-28,10:03,158293.0,COMPLET,1.0,"1,50 €"
30322,2021-02-28,10:04,158294.0,PAIN,2.0,"1,15 €"
30325,2021-02-28,10:04,158295.0,NOIX JAPONAISE,2.0,"2,00 €"
30326,2021-02-28,10:04,158295.0,PAIN BANETTE,1.0,"1,40 €"
30329,2021-02-28,10:05,158296.0,BANETTE,4.0,"1,05 €"
30332,2021-02-28,10:05,158297.0,BANETTE,2.0,"1,05 €"
30335,2021-02-28,10:06,158298.0,BANETTE,1.0,"1,05 €"
30336,2021-02-28,10:06,158298.0,BAGUETTE,1.0,"0,90 €"
30339,2021-02-28,10:07,158299.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
30342,2021-02-28,10:08,158300.0,CROISSANT,5.0,"1,10 €"
30343,2021-02-28,10:08,158300.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
30346,2021-02-28,10:09,158301.0,CROISSANT,3.0,"1,10 €"
30349,2021-02-28,10:11,158302.0,BANETTE,2.0,"1,05 €"
30350,2021-02-28,10:11,158302.0,ECLAIR,3.0,"2,00 €"
30353,2021-02-28,10:13,158303.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
30356,2021-02-28,10:15,158304.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
30357,2021-02-28,10:15,158304.0,PAIN AU CHOCOLAT,4.0,"1,20 €"
30358,2021-02-28,10:15,158304.0,CROISSANT,4.0,"1,10 €"
30361,2021-02-28,10:18,158305.0,BOULE 400G,1.0,"1,50 €"
30362,2021-02-28,10:18,158305.0,COUPE,1.0,"0,15 €"
30365,2021-02-28,10:19,158306.0,DIVERS VIENNOISERIE,1.0,"1,60 €"
30366,2021-02-28,10:19,158306.0,CROISSANT,1.0,"1,10 €"
30367,2021-02-28,10:19,158306.0,PAIN AU CHOCOLAT,1.0,"1,20 €"
30368,2021-02-28,10:19,158306.0,FICELLE,1.0,"0,60 €"
30371,2021-02-28,10:19,158307.0,BAGUETTE,1.0,"0,90 €"
